age,sex,education,province,citizenship_status,agegroup
66.3,Male,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,65 to 80
32.9,Female,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,21 to 35
61,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,50 to 65
53.8,Male,High school diploma or a high school equivalency certificate,New Brunswick,By birth,50 to 65
49.6,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Newfoundland and Labrador,By birth,35 to 50
59.9,Female,"University certificate, diploma or degree above the bach...",Quebec,By birth,50 to 65
25.3,Male,Less than high school diploma or its equivalent,Quebec,By birth,21 to 35
31.2,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Manitoba,By birth,21 to 35
71,Female,Trade certificate or diploma,Ontario,By naturalization,65 to 80
80,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,65 to 80
29.2,Male,High school diploma or a high school equivalency certificate,Ontario,By birth,21 to 35
36.5,Male,"College, CEGEP or other non-university certificate or di...",Saskatchewan,By birth,35 to 50
54.8,Male,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,50 to 65
57.2,Male,Less than high school diploma or its equivalent,Quebec,By birth,50 to 65
72.4,Male,High school diploma or a high school equivalency certificate,Ontario,By naturalization,65 to 80
60.1,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Alberta,By birth,50 to 65
59.4,Male,Trade certificate or diploma,New Brunswick,By birth,50 to 65
75.8,Male,University certificate or diploma below the bachelor's level,Manitoba,By birth,65 to 80
58.6,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Alberta,By birth,50 to 65
43.9,Male,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,35 to 50
58.1,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By naturalization,50 to 65
26.4,Male,"University certificate, diploma or degree above the bach...",Ontario,By birth,21 to 35
32.4,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Prince Edward Island,By birth,21 to 35
78.2,Male,Trade certificate or diploma,New Brunswick,By birth,65 to 80
36.2,Female,"College, CEGEP or other non-university certificate or di...",Newfoundland and Labrador,By birth,35 to 50
21.7,Male,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,21 to 35
41.2,Male,High school diploma or a high school equivalency certificate,Quebec,By birth,35 to 50
53.3,Male,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,50 to 65
67.4,Female,"College, CEGEP or other non-university certificate or di...",Prince Edward Island,By birth,65 to 80
72.8,Male,Less than high school diploma or its equivalent,Quebec,By birth,65 to 80
76.6,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,65 to 80
37.9,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,By birth,35 to 50
33.8,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Saskatchewan,By birth,21 to 35
19.5,Male,High school diploma or a high school equivalency certificate,Quebec,By birth,20 or less
72.1,Male,Less than high school diploma or its equivalent,Prince Edward Island,By birth,65 to 80
71.6,Male,Less than high school diploma or its equivalent,Ontario,By birth,65 to 80
53.2,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Newfoundland and Labrador,By birth,50 to 65
52,Male,Less than high school diploma or its equivalent,Nova Scotia,By birth,50 to 65
47.5,Male,Trade certificate or diploma,Alberta,By birth,35 to 50
69.8,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,65 to 80
58.8,Female,Less than high school diploma or its equivalent,Ontario,By birth,50 to 65
18.3,Male,Less than high school diploma or its equivalent,British Columbia,By birth,20 or less
58.3,Male,High school diploma or a high school equivalency certificate,Ontario,By birth,50 to 65
53.4,Male,Less than high school diploma or its equivalent,Manitoba,By birth,50 to 65
38.2,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",New Brunswick,By birth,35 to 50
42.1,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,35 to 50
72.8,Female,Less than high school diploma or its equivalent,British Columbia,By birth,65 to 80
76.2,Female,"College, CEGEP or other non-university certificate or di...",Nova Scotia,By birth,65 to 80
26,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,21 to 35
67.8,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,65 to 80
61.2,Female,High school diploma or a high school equivalency certificate,Prince Edward Island,By birth,50 to 65
67.8,Male,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,65 to 80
51.7,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,50 to 65
80,Female,Less than high school diploma or its equivalent,Newfoundland and Labrador,By birth,65 to 80
54,Male,Less than high school diploma or its equivalent,Quebec,By birth,50 to 65
18.6,Female,Less than high school diploma or its equivalent,Saskatchewan,By birth,20 or less
80,Male,High school diploma or a high school equivalency certificate,Quebec,By birth,65 to 80
58.8,Female,Less than high school diploma or its equivalent,Quebec,By birth,50 to 65
74.9,Female,Trade certificate or diploma,Quebec,By birth,65 to 80
56.6,Male,"University certificate, diploma or degree above the bach...",Ontario,By birth,50 to 65
61.1,Female,High school diploma or a high school equivalency certificate,Newfoundland and Labrador,By birth,50 to 65
44.4,Male,"University certificate, diploma or degree above the bach...",Ontario,By naturalization,35 to 50
62.8,Male,Less than high school diploma or its equivalent,Nova Scotia,By birth,50 to 65
68.9,Male,University certificate or diploma below the bachelor's level,New Brunswick,By birth,65 to 80
62.9,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,50 to 65
58,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",New Brunswick,By birth,50 to 65
58.8,Female,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,50 to 65
76.4,Female,High school diploma or a high school equivalency certificate,British Columbia,By naturalization,65 to 80
43.8,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,35 to 50
23.8,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,21 to 35
71.6,Male,Trade certificate or diploma,Newfoundland and Labrador,By birth,65 to 80
33.9,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By birth,21 to 35
41.1,Female,"University certificate, diploma or degree above the bach...",Ontario,By birth,35 to 50
49.5,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,35 to 50
54.1,Female,"University certificate, diploma or degree above the bach...",New Brunswick,By birth,50 to 65
76.3,Female,University certificate or diploma below the bachelor's level,Ontario,By birth,65 to 80
33.1,Female,High school diploma or a high school equivalency certificate,Prince Edward Island,By birth,21 to 35
66.1,Female,"University certificate, diploma or degree above the bach...",Newfoundland and Labrador,By naturalization,65 to 80
79.5,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,65 to 80
64.4,Female,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,50 to 65
29.8,Male,"College, CEGEP or other non-university certificate or di...",Prince Edward Island,By birth,21 to 35
31.6,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By birth,21 to 35
74.1,Female,High school diploma or a high school equivalency certificate,Prince Edward Island,By birth,65 to 80
66.4,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Alberta,By birth,65 to 80
80,Female,Less than high school diploma or its equivalent,Quebec,By birth,65 to 80
40,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Manitoba,By birth,35 to 50
63.5,Female,"College, CEGEP or other non-university certificate or di...",Prince Edward Island,By birth,50 to 65
43.9,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By naturalization,35 to 50
51.2,Female,Less than high school diploma or its equivalent,Quebec,By birth,50 to 65
46.3,Female,High school diploma or a high school equivalency certificate,Alberta,By birth,35 to 50
62.6,Male,Less than high school diploma or its equivalent,New Brunswick,By birth,50 to 65
66,Female,Less than high school diploma or its equivalent,British Columbia,By birth,65 to 80
61.7,Female,"College, CEGEP or other non-university certificate or di...",Manitoba,By birth,50 to 65
76.8,Male,High school diploma or a high school equivalency certificate,Ontario,By naturalization,65 to 80
25.5,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By naturalization,21 to 35
32.9,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",New Brunswick,By birth,21 to 35
56.8,Male,"College, CEGEP or other non-university certificate or di...",Ontario,By naturalization,50 to 65
60.2,Female,High school diploma or a high school equivalency certificate,Prince Edward Island,By birth,50 to 65
39.2,Female,"College, CEGEP or other non-university certificate or di...",Prince Edward Island,By birth,35 to 50
52.1,Female,High school diploma or a high school equivalency certificate,Newfoundland and Labrador,By birth,50 to 65
66.3,Female,"University certificate, diploma or degree above the bach...",Ontario,By birth,65 to 80
41.9,Female,"University certificate, diploma or degree above the bach...",Ontario,By naturalization,35 to 50
33.1,Male,Less than high school diploma or its equivalent,New Brunswick,By birth,21 to 35
46.5,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,35 to 50
63.2,Male,High school diploma or a high school equivalency certificate,Quebec,By naturalization,50 to 65
26.8,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Alberta,By birth,21 to 35
55.5,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,50 to 65
51.7,Female,"University certificate, diploma or degree above the bach...",British Columbia,By naturalization,50 to 65
30.6,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,21 to 35
61.8,Male,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,50 to 65
54.8,Female,Less than high school diploma or its equivalent,Nova Scotia,By birth,50 to 65
79.4,Female,Less than high school diploma or its equivalent,Ontario,By birth,65 to 80
80,Female,Less than high school diploma or its equivalent,Saskatchewan,By birth,65 to 80
66.8,Female,High school diploma or a high school equivalency certificate,Newfoundland and Labrador,By birth,65 to 80
50.6,Male,High school diploma or a high school equivalency certificate,Ontario,By birth,50 to 65
80,Female,University certificate or diploma below the bachelor's level,Ontario,By birth,65 to 80
47.8,Male,High school diploma or a high school equivalency certificate,Nova Scotia,By birth,35 to 50
80,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Saskatchewan,By birth,65 to 80
50.2,Female,Less than high school diploma or its equivalent,Newfoundland and Labrador,By birth,50 to 65
43.8,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,35 to 50
60.3,Male,Less than high school diploma or its equivalent,New Brunswick,By birth,50 to 65
31.4,Female,Trade certificate or diploma,Quebec,By birth,21 to 35
60.3,Female,High school diploma or a high school equivalency certificate,Quebec,By birth,50 to 65
46.7,Female,"College, CEGEP or other non-university certificate or di...",Alberta,By naturalization,35 to 50
47.1,Female,"University certificate, diploma or degree above the bach...",Newfoundland and Labrador,By birth,35 to 50
62.4,Female,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,50 to 65
22.4,Male,High school diploma or a high school equivalency certificate,Prince Edward Island,By birth,21 to 35
55.7,Female,High school diploma or a high school equivalency certificate,Quebec,By birth,50 to 65
25.1,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By birth,21 to 35
66.5,Female,High school diploma or a high school equivalency certificate,Ontario,By naturalization,65 to 80
62.9,Female,Less than high school diploma or its equivalent,Newfoundland and Labrador,By birth,50 to 65
20.4,Male,Trade certificate or diploma,Ontario,By birth,21 to 35
80,Female,Trade certificate or diploma,Saskatchewan,By naturalization,65 to 80
38.3,Male,"College, CEGEP or other non-university certificate or di...",Manitoba,By birth,35 to 50
55.9,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Saskatchewan,By birth,50 to 65
51.1,Female,Trade certificate or diploma,British Columbia,By birth,50 to 65
24.9,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,21 to 35
54.4,Female,High school diploma or a high school equivalency certificate,Alberta,By birth,50 to 65
50.4,Female,"College, CEGEP or other non-university certificate or di...",Prince Edward Island,By birth,50 to 65
37.7,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,By birth,35 to 50
36.7,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Alberta,By birth,35 to 50
24.8,Male,High school diploma or a high school equivalency certificate,British Columbia,By birth,21 to 35
46.6,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By naturalization,35 to 50
41.3,Male,"College, CEGEP or other non-university certificate or di...",Ontario,By naturalization,35 to 50
39.7,Male,"College, CEGEP or other non-university certificate or di...",Alberta,By birth,35 to 50
47.9,Male,High school diploma or a high school equivalency certificate,Ontario,By birth,35 to 50
51.1,Male,High school diploma or a high school equivalency certificate,Nova Scotia,By birth,50 to 65
42.9,Male,"College, CEGEP or other non-university certificate or di...",British Columbia,By birth,35 to 50
78.7,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,65 to 80
47.8,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By birth,35 to 50
44.1,Female,"College, CEGEP or other non-university certificate or di...",Alberta,By birth,35 to 50
65.8,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Newfoundland and Labrador,By birth,65 to 80
