sex,province,cps19_votechoice,age,agegroup,education
Female,Ontario,Liberal Party,27,21 to 35,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Liberal Party,40,35 to 50,"University certificate, diploma or degree above the bach..."
Male,Ontario,Conservative Party,48,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Liberal Party,70,65 to 80,"College, CEGEP or other non-university certificate or di..."
Female,Saskatchewan,Conservative Party,35,21 to 35,"College, CEGEP or other non-university certificate or di..."
Female,Quebec,Conservative Party,71,65 to 80,"College, CEGEP or other non-university certificate or di..."
Female,Quebec,Liberal Party,50,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Liberal Party,56,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Liberal Party,32,21 to 35,University certificate or diploma below the bachelor's level
Female,Alberta,Conservative Party,30,21 to 35,Trade certificate or diploma
Male,British Columbia,Conservative Party,29,21 to 35,High school diploma or a high school equivalency certificate
Female,Ontario,Conservative Party,66,65 to 80,High school diploma or a high school equivalency certificate
Female,Quebec,Liberal Party,25,21 to 35,"College, CEGEP or other non-university certificate or di..."
Male,Ontario,Conservative Party,44,35 to 50,"College, CEGEP or other non-university certificate or di..."
Male,Manitoba,Conservative Party,33,21 to 35,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Conservative Party,49,35 to 50,Less than high school diploma or its equivalent
Male,Quebec,Liberal Party,44,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Liberal Party,38,35 to 50,University certificate or diploma below the bachelor's level
Female,Ontario,Liberal Party,69,65 to 80,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Manitoba,Liberal Party,36,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Saskatchewan,Conservative Party,64,50 to 65,High school diploma or a high school equivalency certificate
Female,Alberta,Conservative Party,18,20 or less,High school diploma or a high school equivalency certificate
Male,Ontario,Liberal Party,34,21 to 35,"University certificate, diploma or degree above the bach..."
Male,Alberta,Conservative Party,33,21 to 35,University certificate or diploma below the bachelor's level
Female,Ontario,Liberal Party,20,20 or less,High school diploma or a high school equivalency certificate
Female,British Columbia,Conservative Party,21,21 to 35,High school diploma or a high school equivalency certificate
Female,Ontario,Conservative Party,29,21 to 35,Less than high school diploma or its equivalent
Male,Alberta,Conservative Party,55,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Alberta,Conservative Party,60,50 to 65,High school diploma or a high school equivalency certificate
Male,Ontario,Conservative Party,57,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,Ontario,Liberal Party,68,65 to 80,"University certificate, diploma or degree above the bach..."
Female,British Columbia,Liberal Party,65,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,Manitoba,Conservative Party,45,35 to 50,"College, CEGEP or other non-university certificate or di..."
Male,British Columbia,Conservative Party,50,35 to 50,High school diploma or a high school equivalency certificate
Male,Ontario,Conservative Party,56,50 to 65,High school diploma or a high school equivalency certificate
Female,Saskatchewan,Liberal Party,47,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Quebec,Liberal Party,34,21 to 35,University certificate or diploma below the bachelor's level
Male,Ontario,Conservative Party,33,21 to 35,"University certificate, diploma or degree above the bach..."
Female,Manitoba,Liberal Party,66,65 to 80,"University certificate, diploma or degree above the bach..."
Female,British Columbia,Liberal Party,32,21 to 35,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Alberta,Liberal Party,32,21 to 35,"College, CEGEP or other non-university certificate or di..."
Male,Ontario,Conservative Party,68,65 to 80,"College, CEGEP or other non-university certificate or di..."
Female,Manitoba,Conservative Party,66,65 to 80,"College, CEGEP or other non-university certificate or di..."
Female,Saskatchewan,Conservative Party,51,50 to 65,University certificate or diploma below the bachelor's level
Female,Quebec,Liberal Party,49,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Quebec,Liberal Party,53,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,Manitoba,Conservative Party,60,50 to 65,Less than high school diploma or its equivalent
Female,Quebec,Liberal Party,48,35 to 50,University certificate or diploma below the bachelor's level
Male,Ontario,Liberal Party,74,65 to 80,"College, CEGEP or other non-university certificate or di..."
Male,Ontario,Liberal Party,79,65 to 80,"University certificate, diploma or degree above the bach..."
Female,Quebec,Liberal Party,53,50 to 65,University certificate or diploma below the bachelor's level
Female,Ontario,Liberal Party,67,65 to 80,"University certificate, diploma or degree above the bach..."
Male,Ontario,Conservative Party,28,21 to 35,High school diploma or a high school equivalency certificate
Male,New Brunswick,Conservative Party,31,21 to 35,High school diploma or a high school equivalency certificate
Male,Ontario,Liberal Party,48,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Conservative Party,71,65 to 80,Less than high school diploma or its equivalent
Male,Ontario,Liberal Party,43,35 to 50,High school diploma or a high school equivalency certificate
Male,Alberta,Conservative Party,58,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Quebec,Liberal Party,40,35 to 50,"University certificate, diploma or degree above the bach..."
Female,Ontario,Conservative Party,69,65 to 80,High school diploma or a high school equivalency certificate
Female,Ontario,Conservative Party,22,21 to 35,High school diploma or a high school equivalency certificate
Female,Ontario,Liberal Party,54,50 to 65,High school diploma or a high school equivalency certificate
Female,Quebec,Conservative Party,38,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Alberta,Conservative Party,53,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,29,21 to 35,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Alberta,Conservative Party,39,35 to 50,High school diploma or a high school equivalency certificate
Female,Ontario,Liberal Party,34,21 to 35,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Saskatchewan,Conservative Party,33,21 to 35,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Liberal Party,31,21 to 35,High school diploma or a high school equivalency certificate
Female,Alberta,Conservative Party,37,35 to 50,"College, CEGEP or other non-university certificate or di..."
Male,New Brunswick,Liberal Party,32,21 to 35,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Liberal Party,63,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,British Columbia,Liberal Party,48,35 to 50,"College, CEGEP or other non-university certificate or di..."
Female,Alberta,Conservative Party,20,20 or less,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Conservative Party,73,65 to 80,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Conservative Party,30,21 to 35,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,38,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Nova Scotia,Liberal Party,28,21 to 35,University certificate or diploma below the bachelor's level
Male,British Columbia,Liberal Party,68,65 to 80,University certificate or diploma below the bachelor's level
Female,British Columbia,Conservative Party,37,35 to 50,High school diploma or a high school equivalency certificate
Female,Ontario,Conservative Party,41,35 to 50,High school diploma or a high school equivalency certificate
Male,Saskatchewan,Liberal Party,66,65 to 80,"College, CEGEP or other non-university certificate or di..."
Male,British Columbia,Liberal Party,49,35 to 50,"College, CEGEP or other non-university certificate or di..."
Male,Ontario,Liberal Party,32,21 to 35,High school diploma or a high school equivalency certificate
Female,Alberta,Conservative Party,46,35 to 50,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Conservative Party,70,65 to 80,"College, CEGEP or other non-university certificate or di..."
Male,Ontario,Liberal Party,38,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,British Columbia,Liberal Party,34,21 to 35,"University certificate, diploma or degree above the bach..."
Male,Ontario,Liberal Party,69,65 to 80,Less than high school diploma or its equivalent
Female,Ontario,Liberal Party,53,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Conservative Party,70,65 to 80,"College, CEGEP or other non-university certificate or di..."
Male,Ontario,Liberal Party,21,21 to 35,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Conservative Party,34,21 to 35,University certificate or diploma below the bachelor's level
Male,Ontario,Conservative Party,41,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Liberal Party,37,35 to 50,Less than high school diploma or its equivalent
Male,Quebec,Liberal Party,51,50 to 65,University certificate or diploma below the bachelor's level
Male,Ontario,Conservative Party,70,65 to 80,University certificate or diploma below the bachelor's level
Female,Alberta,Conservative Party,72,65 to 80,Less than high school diploma or its equivalent
Female,British Columbia,Conservative Party,73,65 to 80,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Conservative Party,38,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,British Columbia,Conservative Party,76,65 to 80,"College, CEGEP or other non-university certificate or di..."
Female,Newfoundland and Labrador,Liberal Party,19,20 or less,University certificate or diploma below the bachelor's level
Female,Ontario,Conservative Party,29,21 to 35,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,38,35 to 50,"University certificate, diploma or degree above the bach..."
Female,Ontario,Liberal Party,18,20 or less,High school diploma or a high school equivalency certificate
Male,Saskatchewan,Liberal Party,38,35 to 50,Less than high school diploma or its equivalent
Male,Ontario,Liberal Party,66,65 to 80,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,21,21 to 35,University certificate or diploma below the bachelor's level
Male,Ontario,Liberal Party,36,35 to 50,Less than high school diploma or its equivalent
Female,Manitoba,Conservative Party,63,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,58,50 to 65,"University certificate, diploma or degree above the bach..."
Male,Ontario,Conservative Party,29,21 to 35,"University certificate, diploma or degree above the bach..."
Male,Ontario,Liberal Party,44,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Liberal Party,29,21 to 35,"University certificate, diploma or degree above the bach..."
Female,Ontario,Conservative Party,68,65 to 80,"College, CEGEP or other non-university certificate or di..."
Male,Alberta,Conservative Party,39,35 to 50,"College, CEGEP or other non-university certificate or di..."
Male,New Brunswick,Liberal Party,19,20 or less,Less than high school diploma or its equivalent
Female,Ontario,Liberal Party,27,21 to 35,High school diploma or a high school equivalency certificate
Male,Ontario,Liberal Party,18,20 or less,High school diploma or a high school equivalency certificate
Male,Alberta,Conservative Party,69,65 to 80,High school diploma or a high school equivalency certificate
Female,British Columbia,Liberal Party,29,21 to 35,High school diploma or a high school equivalency certificate
Female,Saskatchewan,Conservative Party,36,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Conservative Party,67,65 to 80,High school diploma or a high school equivalency certificate
Male,Ontario,Liberal Party,51,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,Ontario,Liberal Party,41,35 to 50,University certificate or diploma below the bachelor's level
Female,Ontario,Conservative Party,69,65 to 80,"College, CEGEP or other non-university certificate or di..."
Male,Quebec,Conservative Party,22,21 to 35,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Manitoba,Conservative Party,70,65 to 80,"College, CEGEP or other non-university certificate or di..."
Male,British Columbia,Liberal Party,67,65 to 80,"College, CEGEP or other non-university certificate or di..."
Male,Ontario,Conservative Party,35,21 to 35,"College, CEGEP or other non-university certificate or di..."
Male,Ontario,Conservative Party,28,21 to 35,High school diploma or a high school equivalency certificate
Male,British Columbia,Liberal Party,68,65 to 80,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Conservative Party,23,21 to 35,High school diploma or a high school equivalency certificate
Male,Alberta,Liberal Party,51,50 to 65,High school diploma or a high school equivalency certificate
Female,Ontario,Liberal Party,57,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Liberal Party,68,65 to 80,"College, CEGEP or other non-university certificate or di..."
Male,Ontario,Liberal Party,56,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,40,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Saskatchewan,Conservative Party,64,50 to 65,High school diploma or a high school equivalency certificate
Male,Manitoba,Conservative Party,36,35 to 50,High school diploma or a high school equivalency certificate
